id.exposure;method;b;pval;Z;exposure;FDR;signific
ukb-b-4630;Weighted mode;0.223099168568285;0.0958252592061237;1.66543872343831;Neuroticism;1;""
ieu-b-110;MR Egger;0.0036133423748928;0.9590968259007;0.0512870013410397;LDLc;1;""
ieu-b-110;Weighted median;-0.0893290166784159;0.121851728110128;-1.54704776550367;LDLc;1;""
ieu-b-110;Inverse variance weighted;-0.0658899870721036;0.21295500518297;-1.24548097322034;LDLc;1;""
ieu-b-110;Simple mode;-0.0822176767712968;0.575030430747535;-0.560658400980856;LDLc;1;""
ieu-b-110;Weighted mode;-0.049399123279068;0.341398281543926;-0.9514060672996;LDLc;1;""
ieu-b-109;MR Egger;-0.0356767872962997;0.551523360901443;-0.595478957239903;HDLc;1;""
ieu-b-109;Weighted median;-0.18810923527023;0.00196138419606797;-3.09601805290011;HDLc;0.068643552170108;.
ieu-b-109;Inverse variance weighted;-0.148663002484005;0.0003748780137156;-3.557165486609;HDLc;0.029990241097248;*
ieu-b-109;Simple mode;0.118250086677051;0.418111214693174;0.80970244110797;HDLc;1;""
ieu-b-109;Weighted mode;-0.149250502403049;0.00257413320637905;-3.01448808628017;HDLc;0.068643552170108;.
ieu-b-111;MR Egger;0.0732553096414734;0.307120261556943;1.02128324647223;Triglycerides;1;""
ieu-b-111;Weighted median;0.124616428871104;0.0417939257235984;2.03556628957905;Triglycerides;1;.
ieu-b-111;Inverse variance weighted;0.148152032302386;0.00303513862786717;2.96415652310636;Triglycerides;0.242811090229373;.
ieu-b-111;Simple mode;0.116842784727577;0.471377081247947;0.720240257430855;Triglycerides;1;""
ieu-b-111;Weighted mode;0.116842784727577;0.0145169218214234;2.44421129146457;Triglycerides;0.580676872856936;.
met-d-Total_C;MR Egger;-0.0872321571815882;0.23540223314461;-1.18655743682106;Total cholesterol;1;""
met-d-Total_C;Weighted median;-0.120368964713272;0.0505153547223982;-1.95557402949708;Total cholesterol;1;""
met-d-Total_C;Inverse variance weighted;-0.0502456760716522;0.277931637144009;-1.0849774629033;Total cholesterol;1;""
met-d-Total_C;Simple mode;-0.0336185059052241;0.801389516057376;-0.251549216216165;Total cholesterol;1;""
met-d-Total_C;Weighted mode;-0.0950691930186545;0.155685262504048;-1.41973356493533;Total cholesterol;1;""
ebi-a-GCST90002232;MR Egger;-0.0402460399562412;0.837591126877833;-0.204975679056627;Glucose;1;""
ebi-a-GCST90002232;Weighted median;0.0458577127967968;0.736028347458777;0.337117471162139;Glucose;1;""
ebi-a-GCST90002232;Inverse variance weighted;-0.0258639766191347;0.814809585106056;-0.234225930660808;Glucose;1;""
ebi-a-GCST90002232;Simple mode;0.0530584195473036;0.847202967327819;0.192688452781782;Glucose;1;""
ebi-a-GCST90002232;Weighted mode;-0.00906272465130176;0.940979160962499;-0.0740392412085399;Glucose;1;""
ukb-d-30880_irnt;MR Egger;-0.0672905481257831;0.329341050315666;-0.97544201681108;Urate;1;""
ukb-d-30880_irnt;Weighted median;-0.0112251070754493;0.842727391794632;-0.198406040447826;Urate;1;""
ukb-d-30880_irnt;Inverse variance weighted;0.149431101234121;0.00398792529328609;2.87911528143037;Urate;0.319034023462887;.
ukb-d-30880_irnt;Simple mode;0.358341853451467;0.104415283890823;1.62381506481909;Urate;1;""
ukb-d-30880_irnt;Weighted mode;-0.0186343170319137;0.723423946250957;-0.353886497870194;Urate;1;""
ukb-d-30710_irnt;MR Egger;0.190393150855452;0.000725883615160106;3.37961148311256;CRP;0.0290353446064042;*
ukb-d-30710_irnt;Weighted median;0.142614657792161;0.0355127925774902;2.10246237073775;CRP;0.947007802066406;.
ukb-d-30710_irnt;Inverse variance weighted;0.158357198610058;7.22553766714962e-05;3.96873434938009;CRP;0.00578043013371969;*
ukb-d-30710_irnt;Simple mode;0.127428245720139;0.443066012591723;0.767026074953031;CRP;1;""
ukb-d-30710_irnt;Weighted mode;0.127428245720139;0.177084356968766;1.34978687230242;CRP;1;""
ebi-a-GCST90002244;MR Egger;0.124849742907092;0.638557355673493;0.469716810887123;HbA1C;1;""
ebi-a-GCST90002244;Weighted median;-0.0480769027807908;0.810158605656163;-0.240221424345493;HbA1C;1;""
ebi-a-GCST90002244;Inverse variance weighted;-0.198316563851372;0.153893875896803;-1.42591154703648;HbA1C;1;""
ebi-a-GCST90002244;Simple mode;-0.0968546013716844;0.798882053947747;-0.254794201614137;HbA1C;1;""
ebi-a-GCST90002244;Weighted mode;0.0338697880208576;0.875209320497948;0.157045079579233;HbA1C;1;""
ieu-b-4832;MR Egger;0.0231762168204171;0.4598320000955;0.739123513334773;eGFR;1;""
ieu-b-4832;Weighted median;0.00380138666514039;0.556174200968922;0.588533580421303;eGFR;1;""
ieu-b-4832;Inverse variance weighted;0.0080106793652858;0.270119494462498;1.1027874153504;eGFR;1;""
ieu-b-4832;Simple mode;-0.000906659927261855;0.939161148469857;-0.0763242310602231;eGFR;1;""
ieu-b-4832;Weighted mode;0.00142527888463639;0.879322877695898;0.151827644550862;eGFR;1;""
uacr;MR Egger;-0.230884949707601;0.75108640284588;-0.317207179136239;UACR;1;""
uacr;Weighted median;0.276840087157822;0.244742932145821;1.16321339746902;UACR;1;""
uacr;Inverse variance weighted;0.460999032162301;0.0573053132077858;1.90097480186817;UACR;1;""
uacr;Simple mode;-0.033107085752536;0.948261420179978;-0.0648902040653641;UACR;1;""
uacr;Weighted mode;0.103114529631539;0.758149660313004;0.307911519203125;UACR;1;""
