id.exposure;method;b;pval;Z;exposure;FDR;signific
ukb-b-4630;Simple mode;0.204557084979101;0.107823960762909;1.60805122284773;Neuroticism;1;""
ukb-b-4630;Weighted mode;0.223099168568285;0.100426476442105;1.64278958198146;Neuroticism;1;""
ieu-b-110;MR Egger;0.0036133423748928;0.9590968259007;0.0512870013410397;LDLc;1;""
ieu-b-110;Weighted median;-0.0893290166784159;0.106620030117189;-1.61357321709955;LDLc;1;""
ieu-b-110;Inverse variance weighted;-0.0658899870721036;0.21295500518297;-1.24548097322034;LDLc;1;""
ieu-b-110;Simple mode;-0.0822176767712968;0.608478295464046;-0.512246796517957;LDLc;1;""
ieu-b-110;Weighted mode;-0.049399123279068;0.324720724089324;-0.98480324968236;LDLc;1;""
ieu-b-109;MR Egger;-0.0356767872962997;0.551523360901443;-0.595478957239903;HDLc;1;""
ieu-b-109;Weighted median;-0.18810923527023;0.00218686069739563;-3.06360688382174;HDLc;0.0874744278958252;.
ieu-b-109;Inverse variance weighted;-0.148663002484005;0.0003748780137156;-3.557165486609;HDLc;0.029990241097248;*
ieu-b-109;Simple mode;0.118250086677051;0.419503409341757;0.807283080979866;HDLc;1;""
ieu-b-109;Weighted mode;-0.149250502403049;0.00416830297575014;-2.86513591161816;HDLc;0.111154746020004;.
ieu-b-111;MR Egger;0.0732553096414734;0.307120261556943;1.02128324647223;Triglycerides;1;""
ieu-b-111;Weighted median;0.124616428871104;0.0476764811887501;1.98024076565595;Triglycerides;1;.
ieu-b-111;Inverse variance weighted;0.148152032302386;0.00303513862786717;2.96415652310636;Triglycerides;0.242811090229373;.
ieu-b-111;Simple mode;0.116842784727577;0.443580351565529;0.766161267552233;Triglycerides;1;""
ieu-b-111;Weighted mode;0.116842784727577;0.0223065726657537;2.28510668941796;Triglycerides;0.892262906630146;.
met-d-Total_C;MR Egger;-0.0872321571815882;0.23540223314461;-1.18655743682106;Total cholesterol;1;""
met-d-Total_C;Weighted median;-0.120368964713272;0.0571672425186208;-1.90202992488697;Total cholesterol;1;""
met-d-Total_C;Inverse variance weighted;-0.0502456760716522;0.277931637144009;-1.0849774629033;Total cholesterol;1;""
met-d-Total_C;Simple mode;-0.0336185059052241;0.797335835560718;-0.256796547317839;Total cholesterol;1;""
met-d-Total_C;Weighted mode;-0.0950691930186545;0.169908992170413;-1.37249629278185;Total cholesterol;1;""
ebi-a-GCST90002232;MR Egger;-0.0402460399562412;0.837591126877833;-0.204975679056627;Glucose;1;""
ebi-a-GCST90002232;Weighted median;0.0458577127967968;0.719520039351302;0.359100323843781;Glucose;1;""
ebi-a-GCST90002232;Inverse variance weighted;-0.0258639766191347;0.814809585106056;-0.234225930660808;Glucose;1;""
ebi-a-GCST90002232;Simple mode;0.0530584195473036;0.858561224669987;0.178205965821638;Glucose;1;""
ebi-a-GCST90002232;Weighted mode;-0.00906272465130176;0.940447209073641;-0.0747077905024232;Glucose;1;""
ukb-d-30880_irnt;MR Egger;-0.0672905481257831;0.329341050315666;-0.97544201681108;Urate;1;""
ukb-d-30880_irnt;Weighted median;-0.0112251070754493;0.839265132227064;-0.202833552080391;Urate;1;""
ukb-d-30880_irnt;Inverse variance weighted;0.149431101234121;0.00398792529328609;2.87911528143037;Urate;0.319034023462887;.
ukb-d-30880_irnt;Simple mode;0.358341853451467;0.109723189769389;1.59943856166192;Urate;1;""
ukb-d-30880_irnt;Weighted mode;-0.0186343170319137;0.711713454484162;-0.369555847007036;Urate;1;""
ukb-d-30710_irnt;MR Egger;0.190393150855452;0.000725883615160106;3.37961148311256;CRP;0.0290353446064042;*
ukb-d-30710_irnt;Weighted median;0.142614657792161;0.0366280346158458;2.08988607652226;CRP;0.976747589755887;.
ukb-d-30710_irnt;Inverse variance weighted;0.158357198610058;7.22553766714962e-05;3.96873434938009;CRP;0.00578043013371969;*
ukb-d-30710_irnt;Simple mode;0.127428245720139;0.422665796165508;0.801804947726939;CRP;1;""
ukb-d-30710_irnt;Weighted mode;0.127428245720139;0.209995219522641;1.25357858362419;CRP;1;""
ebi-a-GCST90002244;MR Egger;0.124849742907092;0.638557355673493;0.469716810887123;HbA1C;1;""
ebi-a-GCST90002244;Weighted median;-0.0480769027807908;0.811731786734059;-0.238192509209266;HbA1C;1;""
ebi-a-GCST90002244;Inverse variance weighted;-0.198316563851372;0.153893875896803;-1.42591154703648;HbA1C;1;""
ebi-a-GCST90002244;Simple mode;-0.0968546013716844;0.801049402339041;-0.251989212049059;HbA1C;1;""
ebi-a-GCST90002244;Weighted mode;0.0338697880208576;0.880306288936728;0.15058095099392;HbA1C;1;""
ieu-b-4832;MR Egger;0.0231762168204171;0.4598320000955;0.739123513334773;eGFR;1;""
ieu-b-4832;Weighted median;0.00380138666514039;0.579652574723788;0.553892271348891;eGFR;1;""
ieu-b-4832;Inverse variance weighted;0.0080106793652858;0.270119494462498;1.1027874153504;eGFR;1;""
ieu-b-4832;Simple mode;-0.000906659927261855;0.93139240958225;-0.0860930988429598;eGFR;1;""
ieu-b-4832;Weighted mode;0.00142527888463639;0.881530631774859;0.149029149564433;eGFR;1;""
uacr;MR Egger;-0.230884949707601;0.75108640284588;-0.317207179136239;UACR;1;""
uacr;Weighted median;0.276840087157822;0.222210451373064;1.22067142428789;UACR;1;""
uacr;Inverse variance weighted;0.460999032162301;0.0573053132077858;1.90097480186817;UACR;1;""
uacr;Simple mode;-0.033107085752536;0.94626957089265;-0.0673920840299495;UACR;1;""
uacr;Weighted mode;0.103114529631539;0.771391228047199;0.290555591668315;UACR;1;""
