id.exposure;method;b;pval;Z;exposure;FDR;signific
ukb-b-4630;Weighted median;0.0315369632200848;0.44571543234353;0.762577458135192;Neuroticism;1;""
ukb-b-4630;Inverse variance weighted;0.0242444557827952;0.460347239121067;0.73827519101892;Neuroticism;1;""
ukb-b-4630;Simple mode;0.251884203090245;0.0460486994103639;1.99494664472255;Neuroticism;1;.
ukb-b-4630;Weighted mode;0.246039515333425;0.05269498562692;1.93741212525492;Neuroticism;1;""
ieu-b-110;MR Egger;-0.0177416059489669;0.807667364038124;-0.243436380098998;LDLc;1;""
ieu-b-110;Weighted median;-0.0530054678549754;0.387055369842172;-0.864969790646999;LDLc;1;""
ieu-b-110;Inverse variance weighted;-0.129025750009258;0.00900258340137303;-2.61195602198515;LDLc;0.720206672109842;.
ieu-b-110;Simple mode;-0.0492495264674435;0.729800819279913;-0.345390498514856;LDLc;1;""
ieu-b-110;Weighted mode;0.00755789751369917;0.901425757605212;0.123860463220378;LDLc;1;""
ieu-b-109;MR Egger;-0.0574298509686282;0.280024722021333;-1.08026380652355;HDLc;1;""
ieu-b-109;Weighted median;-0.0742534717762255;0.118505264841805;-1.56107835330371;HDLc;1;""
ieu-b-109;Inverse variance weighted;-0.155706452309691;5.84902081161039e-06;-4.53177471925187;HDLc;0.000467921664928831;*
ieu-b-109;Simple mode;-0.147560915800877;0.289020103496252;-1.06027369344142;HDLc;1;""
ieu-b-109;Weighted mode;-0.10543113072347;0.0696695867016815;-1.8140528687512;HDLc;1;""
ieu-b-111;MR Egger;0.113859804821671;0.0539024001578932;1.927620073736;Triglycerides;0.862438402526291;""
ieu-b-111;Weighted median;0.193855173815455;0.00015033684724688;3.79051236615749;Triglycerides;0.00601347388987521;*
ieu-b-111;Inverse variance weighted;0.202221258189574;1.87219762014211e-07;5.21159912522015;Triglycerides;1.49775809611369e-05;*
ieu-b-111;Simple mode;0.292665911850648;0.0299029003627952;2.17137416259249;Triglycerides;0.598058007255904;.
ieu-b-111;Weighted mode;0.164523182000449;0.0014876204190608;3.17708770296794;Triglycerides;0.0396698778416212;*
met-d-Total_C;MR Egger;-0.218925398513914;0.0158987325092884;-2.4112319781298;Total cholesterol;0.635949300371536;.
met-d-Total_C;Weighted median;-0.115437498128577;0.0681294154869218;-1.82414988584381;Total cholesterol;1;""
met-d-Total_C;Inverse variance weighted;-0.139041417694919;0.011760800573802;-2.51924136772012;Total cholesterol;0.635949300371536;.
met-d-Total_C;Simple mode;-0.045895556904731;0.742982469138837;-0.327906354252678;Total cholesterol;1;""
met-d-Total_C;Weighted mode;-0.109744140701242;0.144468796700257;-1.45935001276735;Total cholesterol;1;""
ebi-a-GCST90002232;MR Egger;-0.00164792568562251;0.992597947857624;-0.00927722967067483;Glucose;1;""
ebi-a-GCST90002232;Weighted median;0.0629279436183306;0.628405521695182;0.483972308625706;Glucose;1;""
ebi-a-GCST90002232;Inverse variance weighted;-0.0126714481954234;0.897834805970994;-0.128396998976434;Glucose;1;""
ebi-a-GCST90002232;Simple mode;0.0943870397838644;0.684850735419663;0.405852834178916;Glucose;1;""
ebi-a-GCST90002232;Weighted mode;0.0527130302889303;0.661976986872128;0.437185276218959;Glucose;1;""
ukb-d-30880_irnt;MR Egger;-0.0352660311400612;0.608134294990369;-0.512738442415494;Urate;1;""
ukb-d-30880_irnt;Weighted median;0.08604334686087;0.160521855104948;1.40331859672749;Urate;1;""
ukb-d-30880_irnt;Inverse variance weighted;0.200672482450545;1.90487514719444e-05;4.27575863335824;Urate;0.00152390011775555;*
ukb-d-30880_irnt;Simple mode;0.169191936350654;0.217089631409034;1.23430403910354;Urate;1;""
ukb-d-30880_irnt;Weighted mode;0.0209043937253739;0.68586206185536;0.40447689921324;Urate;1;""
ukb-d-30710_irnt;MR Egger;0.215348904507985;0.0002089814798941;3.70790444491591;CRP;0.00835925919576401;*
ukb-d-30710_irnt;Weighted median;0.123967004556121;0.0381601650820782;2.07313018968718;CRP;0.763203301641563;.
ukb-d-30710_irnt;Inverse variance weighted;0.183244930863006;6.23237987481595e-07;4.98387360804399;CRP;4.98590389985276e-05;*
ukb-d-30710_irnt;Simple mode;0.169276774042372;0.219584743151996;1.22763306627265;CRP;1;""
ukb-d-30710_irnt;Weighted mode;0.169276774042372;0.00213058327445617;3.07139886525247;CRP;0.0568155539854978;.
ebi-a-GCST90002244;MR Egger;-0.0395746159242617;0.893459607654997;-0.133927875165908;HbA1C;1;""
ebi-a-GCST90002244;Weighted median;-0.0556946712669047;0.770133520659393;-0.29220024978734;HbA1C;1;""
ebi-a-GCST90002244;Inverse variance weighted;-0.253826949208774;0.0919106311103116;-1.68540411061345;HbA1C;1;""
ebi-a-GCST90002244;Simple mode;0.00342119992116619;0.993167569716977;0.00856328612222662;HbA1C;1;""
ebi-a-GCST90002244;Weighted mode;0.0746561813928475;0.739581702357367;0.332407332698534;HbA1C;1;""
ieu-b-4832;MR Egger;0.0172122383307048;0.542183749409676;0.609514070233901;eGFR;1;""
ieu-b-4832;Weighted median;0.00685434976091786;0.295310875219016;1.04654197628537;eGFR;1;""
ieu-b-4832;Inverse variance weighted;0.00978461612245816;0.154931673490587;1.42232586531319;eGFR;1;""
ieu-b-4832;Simple mode;0.00321986473993374;0.773535509701422;0.287753401212387;eGFR;1;""
ieu-b-4832;Weighted mode;0.00382110214145778;0.693378878275493;0.394273835488558;eGFR;1;""
uacr;MR Egger;0.549859906073271;0.505704936626299;0.665540362158721;UACR;1;""
uacr;Weighted median;0.279465951124471;0.231690581255093;1.1960153185376;UACR;1;""
uacr;Inverse variance weighted;0.664343537820082;0.0175266473385995;2.37546936269562;UACR;1;.
uacr;Simple mode;0.0576111853186445;0.903382744996035;0.121389232546194;UACR;1;""
uacr;Weighted mode;0.123540767237021;0.689205526201601;0.399933460842034;UACR;1;""
