Chr Gene nSNPs nSims Start Stop Test Pvalue Best-SNP SNP-pvalue
"1" "CDC42" 166 1000 22379119 22419436 181.342770567212 0.24975024975025 "rs181223530" 0.00142740999999997
"1" "CDC7" 88 1e+05 91966403 91991321 143.392029304675 0.0536294637053629 "rs11164872" 0.00069277099999999
"1" "CDKN2C" 21 1e+05 51434366 51440309 51.9513088540228 0.00955990440095599 "rs192971165" 0.0138979
"1" "CELF3" 55 1000 151672533 151689296 66.0200065540988 0.246753246753247 "rs4466658" 0.0331604
"1" "CENPL" 71 1e+05 173768687 173793777 102.725885394221 0.043709562904371 "rs192688708" 0.000389798000000009
"1" "CEP85" 207 1000 26560643 26605529 193.291743187786 0.424575424575425 "rs200175143" 1.98829000000005e-07
"1" "CEPT1" 164 1e+05 111682248 111727724 271.32421329257 0.028369716302837 "rs41281386" 0.00126850000000004
"1" "CFH" 453 1e+05 196621007 196716634 1089.44790482622 0.00817991820081799 "rs34900334" 0.00251739
"1" "CHI3L2" 115 1000 111770280 111786062 78.9421425734596 0.639360639360639 "rs142295737" 0.0245567
"1" "CLCC1" 185 1e+05 109472129 109506121 305.109802488075 0.042009579904201 "rs147254748" 0.000570742000000003
"1" "CLCNKB" 164 1e+05 16370230 16383821 419.84942689052 0.014269857301427 "rs9633514" 0.000448157000000011
"1" "CMPK1" 209 1000 47799468 47844511 317.456518699653 0.117882117882118 "rs12090346" 0.000292172999999998
"1" "CNIH4" 74 1000 224544512 224567153 100.658250122264 0.137862137862138 "rs12724850" 0.0106782
"1" "CNKSR1" 47 1e+05 26503980 26516375 90.2463964971584 0.021329786702133 "rs193216886" 0.00455501999999999
"1" "CNN3" 193 1000 95362504 95392779 176.878142465376 0.473526473526474 "rs74101911" 0.0404435999999999
"1" "CNST" 592 1000 246729638 246831884 676.867391437906 0.177822177822178 "rs192640120" 0.00188213000000001
"1" "COA6" 70 1000 234509213 234519795 53.5418101332812 0.471528471528472 "rs73099933" 0.0318925999999999
"1" "CRABP2" 28 1e+05 156669399 156675608 61.1077483704702 0.00697993020069799 "rs4661213" 0.0134937
"1" "CRB1" 908 1e+05 197170591 197447585 1166.4562729296 0.0725892741072589 "rs543386708" 0.000836489000000007
"1" "CREB3L4" 19 1e+06 153940314 153946840 108.936883308054 7.8999921000079e-05 "rs6666703" 7.63079999999994e-05
"1" "CSF1" 84 1000 110453232 110473616 116.066955126871 0.100899100899101 "rs555143156" 0.00154386999999999
"1" "CSMD2" 3260 1000 33979598 34631443 2875.96692469677 0.618381618381618 "rs548715921" 0.000143149999999999
"1" "CSRP1" 142 1000 201452657 201476387 140.627382605576 0.343656343656344 "rs78433503" 0.0309386000000003
"1" "CYB561D1" 30 1000 110036657 110043063 44.1724747528927 0.117882117882118 "rs115685990" 0.00388723000000002
"1" "DAB1-AS1" 7 1000 58326214 58328786 2.73669126149281 0.803196803196803 "rs1886137" 0.337462
"1" "DAP3" 155 1e+05 155658881 155708800 333.655181819926 0.004169958300417 "rs570197886" 8.30807000000015e-05
"1" "DCAF8" 131 1e+05 160185504 160232350 185.912543319026 0.0579694203057969 "rs16831677" 0.000484897999999987
"1" "DDAH1" 1261 1000 85784167 86044046 1119.1540271181 0.495504495504495 "rs191024636" 0.00297056999999999
"1" "DEDD" 30 1000 161090768 161102478 42.3086782785562 0.104895104895105 "rs371767386" 0.0378573
"1" "DENND1B" 751 1e+05 197473878 197744623 1207.79075017967 0.043019569804302 "rs183349918" 0.000376347999999993
"1" "DENND2D" 84 1000 111728590 111747160 86.8972472836297 0.324675324675325 "rs144765599" 0.00603114999999999
"1" "DNAH14" 2355 1e+05 225117355 225586996 5319.83801818923 0.00940990590094099 "rs2897279" 7.48255999999982e-05
"1" "DNAJC6" 672 1000 65730376 65881552 1018.42010102181 0.105894105894106 "rs2148683" 0.00196214
"1" "DNASE2B" 97 1000 84864214 84880691 84.6346982669839 0.456543456543457 "rs190634985" 0.00139663000000003
"1" "DOCK7" 715 1000 62920396 63154039 674.556321515561 0.328671328671329 "rs375524621" 0.00476223
"1" "DPYD" 4006 1e+05 97543299 98386615 6151.05548366111 0.004129958700413 "rs3762412" 0.000174554
"1" "DUSP10" 177 1000 221874761 221915518 152.969615916711 0.558441558441558 "rs77457588" 0.00842790999999999
"1" "EBNA1BP2" 43 1000 43629844 43638241 61.8346426844181 0.172827172827173 "rs11559316" 0.00136819999999999
"1" "ECE1" 670 1e+06 21543739 21672034 2485.76460285433 1.999998000002e-06 "rs213045" 2.73715999999996e-08
"1" "EDARADD" 588 1000 236557679 236648008 510.792153044199 0.512487512487512 "rs148834617" 0.00456088999999998
"1" "EFCAB2" 747 1e+05 245133170 245288530 1923.58078547944 0.00586994130058699 "rs12568625" 0.000279665999999999
"1" "EIF2B3" 646 1e+05 45316193 45452394 1372.52051579616 0.025179748202518 "rs74667049" 0.000303215000000005
"1" "EIF4G3" 1372 1e+06 21132784 21503381 4650.38878768229 0.000308999691000309 "rs74061347" 1.02805999999999e-05
"1" "ELAVL4" 448 1e+06 50513685 50667540 1076.65526330795 0.000241999758000242 "rs187210285" 3.86074000000007e-05
"1" "ELK4" 90 1000 205577070 205602000 107.801694234166 0.22977022977023 "rs139159097" 0.00440403000000001
"1" "ELOVL1" 9 1e+05 43829067 43833745 14.695983398126 0.101008989910101 "rs3768048" 0.0130496999999999
"1" "ENO1" 62 1e+05 8921058 8939151 132.885350802842 0.02249977500225 "rs192569797" 0.00141077999999998
"1" "ENSA" 27 1000 150594598 150602098 28.2686684191759 0.332667332667333 "rs78646592" 0.0274840000000001
"1" "EPB41" 797 1e+05 29213602 29446558 1180.46880944316 0.0691993080069199 "rs183646726" 5.32671999999994e-07
"1" "EPHA10" 278 1000 38181645 38230824 269.95660407839 0.404595404595405 "rs532636079" 0.00118883000000001
"1" "EPHA8" 235 1e+05 22890003 22930087 362.57064395234 0.0520294797052029 "rs536502104" 6.32310000000016e-06
"1" "EPHX1" 205 1000 225997775 226033262 222.553461428601 0.253746253746254 "rs148728123" 0.0164130999999999
"1" "EPS15" 801 1e+05 51819934 51984995 1665.7187655755 0.023879761202388 "rs71651192" 0.000956422999999986
"1" "ERI3-IT1" 75 1000 44688266 44709955 79.5526854854693 0.244755244755245 "rs41264675" 0.000689588000000008
"1" "ERMAP" 92 1e+06 43282775 43310660 229.695426459647 0.00131199868800131 "rs13374373" 0.000212578999999997
"1" "ETV3" 36 1000 157094458 157108383 44.8239808916165 0.105894105894106 "rs116785379" 0.0104304
"1" "EXO1" 289 1000 242011492 242053241 420.001232649492 0.125874125874126 "rs2797604" 0.00178254000000001
"1" "EYA3" 516 1e+05 28296854 28415148 1305.67775513285 0.003029969700303 "rs12121009" 9.55829000000014e-07
"1" "FAIM3" 72 1000 207076630 207095378 94.3419573145252 0.11988011988012 "rs187976079" 0.0134853
"1" "FAM212B" 183 1e+06 112264685 112298419 806.537993408515 4.999995000005e-06 "rs197438" 7.97608999999979e-07
"1" "FAM213B" 30 1e+05 2517898 2522908 42.251094922429 0.0812591874081259 "rs181239480" 0.00343716
"1" "FAM63A" 44 1e+05 150969300 150980854 122.281278096507 0.001549984500155 "rs771204" 2.37530999999998e-07
"1" "FAM69A" 456 1e+06 93298285 93427079 1771.15829823367 0.000794999205000795 "rs4240962" 0.000169288999999999
"1" "FAM69A" 456 1e+06 93298285 93427079 1771.15829823367 0.00078999921000079 "rs4240962" 0.000169288999999999
"1" "FAM72C_1" 5 1000 143896524 143913160 1.72593140960942 0.636363636363636 "rs587647113" 0.274939000000001
"1" "FAM72C_2" 14 1000 206138439 206155074 19.0147449082786 0.126873126873127 "rs111793857" 0.00977530000000004
"1" "FBLIM1" 115 1e+05 16085254 16113084 195.108008043569 0.046449535504645 "rs145840404" 0.000936634000000023
"1" "FBXO44" 43 1e+06 11714431 11723384 135.118055277221 0.000555999444000556 "rs113474282" 0.000118366999999999
"1" "FCGR1B" 28 1e+05 120926127 120935944 36.1813849668149 0.0605993940060599 "rs587616301" 0.000134297999999998
"1" "FCGR3A" 39 1000 161511550 161520413 31.2906189791339 0.621378621378621 "rs555484815" 0.0454369999999998
"1" "FCGR3B" 71 1000 161592987 161601753 49.138564613708 0.613386613386613 "rs34527977" 0.0557364999999998
"1" "FCRL6" 97 1000 159770300 159786047 67.7457419860582 0.724275724275724 "rs77191968" 0.00180023999999999
"1" "FCRLB" 45 1000 161691333 161697933 44.8903024296284 0.410589410589411 "rs41270863" 0.0178727000000001
"1" "FDPS" 33 1e+05 155278538 155290457 44.9029511045352 0.0964890351096489 "rs184904328" 0.00166717
"1" "FGGY" 2079 1e+05 59762624 60228402 3023.88625322368 0.02239977600224 "rs76142735" 0.000369776999999993
"1" "FGR" 99 1e+05 27938800 27961727 187.641300853467 0.016369836301637 "rs3737801" 0.00139897999999998
"1" "FLAD1" 26 1000 154955769 154965587 17.4271092240323 0.67032967032967 "rs61736264" 0.0468759000000001
"1" "FLG-AS1" 164 1000 152285934 152339168 193.712418790473 0.238761238761239 "rs72698909" 0.00130268999999998
"1" "FMO1" 194 1e+05 171217609 171255117 428.871434990918 0.004249957500425 "rs10798294" 4.81392999999988e-05
"1" "FMO5" 322 1000 146655883 146697230 238.933987879993 0.584415584415584 "rs185407180" 0.000917212999999977
"1" "FNDC5" 27 1000 33327868 33338093 30.5660901164911 0.21978021978022 "rs1746662" 0.0211548999999999
"1" "FOXJ3" 540 1000 42642209 42801548 727.337704360182 0.103896103896104 "rs191780430" 0.000208790000000004
"1" "FPGT-TNNI3K" 1294 1e+05 74663895 75010116 2026.70994837072 0.013119868801312 "rs61776176" 0.00190554999999999
"1" "GALE" 9 1e+05 24122088 24127294 16.8404191933871 0.03249967500325 "rs200584878" 0.0224166
"1" "GALNT2" 1376 1e+05 230193535 230417876 2262.88223908341 0.00833991660083399 "rs28663131" 2.11885000000001e-05
"1" "GBA" 39 1000 155204238 155214653 33.7797306269914 0.367632367632368 "rs2230288" 0.0192522
"1" "GCSAML" 410 1000 247670359 247740992 432.331340320762 0.260739260739261 "rs183700563" 0.000521495000000008
"1" "GDAP2" 294 1000 118406106 118472302 291.346066897446 0.283716283716284 "rs116484706" 0.000643102000000011
"1" "GFI1" 59 1e+06 92940317 92952433 222.104171857536 7.1999928000072e-05 "rs6603975" 6.39881999999989e-05
"1" "GGPS1" 77 1000 235491752 235507844 47.2330210136806 0.748251748251748 "rs140788687" 0.0563909999999998
"1" "GJA5" 97 1000 147228331 147245466 141.051315320369 0.13986013986014 "rs587738201" 0.00938252999999999
"1" "GJB3" 29 1000 35246789 35251967 24.7762007181004 0.283716283716284 "rs41310442" 0.0369283999999999
"1" "GLRX2" 39 1e+06 193065594 193075244 105.134380719404 0.00153399846600153 "rs912071" 6.54530999999993e-05
"1" "GLUL" 59 1000 182350838 182361341 73.3124309377401 0.207792207792208 "rs189205098" 0.0380661999999999
"1" "GNG4" 564 1000 235710984 235814054 672.588032673748 0.163836163836164 "rs144086002" 0.000829239999999997
"1" "GNRHR2" 19 1e+05 145509751 145516076 46.7791702155085 0.001289987100129 "rs41302087" 0.000228976000000002
"1" "GON4L" 361 1e+05 155719448 155829191 883.457300866777 0.00613993860061399 "rs6695119" 1.16165999999999e-05
"1" "GORAB" 76 1000 170501262 170522974 83.4357910874904 0.250749250749251 "rs12063774" 0.00876637000000007
"1" "GPR161" 229 1000 168048779 168106905 281.563893185977 0.141858141858142 "rs139602159" 0.00165493
"1" "GRHL3" 193 1e+06 24645811 24690970 409.105258156646 0.00238999761000239 "rs10903078" 0.000160876000000001
"1" "GSTM2" 68 1e+05 110210643 110226619 142.769234211571 0.00755992440075599 "rs115585507" 0.00633183999999999
"1" "GSTM4" 54 1e+05 110198697 110208123 98.8381738787012 0.00529994700052999 "rs650985" 0.00456205
"1" "GUK1" 44 1e+06 228327784 228336655 210.930559130987 9.99999000001e-07 "rs2313602" 5.05917999999989e-09
"1" "H6PD" 204 1e+05 9294862 9331394 268.540038243404 0.0978090219097809 "rs148697839" 0.0109759
"1" "HCN3" 56 1e+05 155247217 155259639 100.693084327451 0.045939540604594 "rs531765870" 0.000129679000000002
"1" "HDGF" 35 1e+05 156711898 156722240 47.3100022397051 0.0977890221097789 "rs77665650" 0.00557352999999999
"1" "HENMT1" 44 1e+05 109190909 109204148 83.6951968170178 0.00490995090049099 "rs144456114" 0.00400332000000001
"1" "HES4" 7 1000 934341 935552 9.19210194570191 0.23976023976024 "rs2298214" 0.0679672999999996
"1" "HIPK1" 143 1e+06 114471995 114520491 622.509179629537 3.999996000004e-06 "rs189380650" 4.35412000000006e-11
"1" "HIST2H2BF" 73 1e+05 149754244 149783928 248.792129941794 0.00129998700013 "rs143546573" 0.00176161000000001
"1" "HMGB4" 20 1000 34326075 34330392 9.3672254537382 0.929070929070929 "rs141247292" 0.169433
"1" "HPCAL4" 91 1000 40144319 40157382 115.92710796331 0.200799200799201 "rs72665226" 0.00412932999999999
"1" "HS2ST1" 858 1e+05 87380334 87575681 1210.07896970198 0.123768762312377 "rs114855173" 0.000396204999999996
"1" "HSD11B1" 181 1e+06 209859524 209908295 601.26758768574 0.000891999108000892 "rs12034329" 0.000119605000000001
"1" "HSD3B2" 41 1e+05 119957553 119965662 84.7149940549543 0.032469675303247 "rs12044792" 0.0170404
"1" "IBA57-AS1" 6 1000 228351786 228353213 0.618815931119366 0.971028971028971 "rs13374714" 0.662622
"1" "IGSF3" 288 1e+05 117117019 117210377 601.75790632649 0.00139998600014 "rs182051229" 0.000287997999999993
"1" "IGSF8" 27 1000 160061128 160068618 34.1574719499569 0.195804195804196 "rs202086805" 0.00777374000000002
"1" "IL19" 207 1000 206972214 207016326 249.182057185536 0.168831168831169 "rs189300434" 0.00333611000000001
"1" "IL6R" 293 1000 154377668 154441926 315.877795951321 0.250749250749251 "rs528464156" 0.00133104000000002
"1" "IPP" 251 1e+05 46159997 46216485 389.900266796066 0.0942190578094219 "rs143919407" 0.000831093999999992
"1" "KAZN" 3276 1e+05 14925212 15444544 3756.14175380545 0.0639393606063939 "rs12691550" 0.000842034999999991
"1" "KCNA2" 166 1e+05 111136201 111174096 257.250771644359 0.0781792182078179 "rs147384414" 0.000396788999999992
"1" "KCNA3_1" 66 1e+05 111196185 111216076 131.9268243478 0.046679533204668 "rs143426230" 0.00221845
"1" "KCNA3_2" 4 1e+05 111215073 111217655 13.8334686909522 0.020619793802062 "rs145190352" 0.0154309
"1" "KCNAB2" 547 1e+05 6052357 6161253 795.510296133291 0.025229747702523 "rs12124590" 7.37395000000015e-05
"1" "KCNK2" 1108 1000 215178884 215410436 1307.73702221258 0.193806193806194 "rs185140237" 0.000567924000000006
"1" "KCNN3" 811 1e+05 154669941 154842754 1422.78507984227 0.00109998900011 "rs10752607" 4.10714e-05
"1" "KHDRBS1" 119 1e+05 32479294 32526460 155.806180984245 0.012309876901231 "rs116795414" 0.00522926000000002
"1" "KIAA0040" 176 1e+06 175126122 175162229 1968.81615324895 9.99999000001e-07 "rs10912903" 1.46768e-10
"1" "KIAA1324" 508 1e+05 109656584 109749403 1043.87904010308 0.00744992550074499 "rs188148058" 0.000175186000000002
"1" "KIAA1522" 99 1e+05 33207511 33240571 143.646539993489 0.0759792402075979 "rs61798842" 0.00127973
"1" "KIF1B" 896 1e+05 10270763 10441661 2383.37731652714 0.00621993780062199 "rs183842557" 3.04341000000006e-06
"1" "KIFAP3" 788 1000 169890469 170043879 960.634325006159 0.173826173826174 "rs115408218" 3.15399000000007e-05
"1" "KLHDC8A" 146 1e+05 205305192 205326218 288.034724127265 0.025569744302557 "rs55962699" 0.000165504999999998
"1" "KLHDC9" 7 1000 161068150 161070138 3.49037654030934 0.809190809190809 "rs3813611" 0.135714
"1" "LAMB3" 234 1000 209788217 209825820 341.001719213634 0.101898101898102 "rs35382043" 0.00184407999999999
"1" "LAMC2" 329 1e+05 183155173 183214262 674.946781278947 0.033909660903391 "rs601508" 0.00201043
"1" "LAX1" 60 1000 203734283 203745480 77.7027254814773 0.161838161838162 "rs544316911" 0.0404445
"1" "LBR" 108 1e+05 225589203 225616557 183.468029331731 0.0533394666053339 "rs12141732" 0.0136675
"1" "LCK" 110 1000 32716839 32751768 114.513272427188 0.201798201798202 "rs180788956" 0.00776873
"1" "LEPR" 947 1e+05 65886334 66103176 1507.89042083303 0.0631493685063149 "rs79273326" 0.00144526999999999
"1" "LEPROT" 80 1000 65886130 65901690 58.9922792239325 0.651348651348651 "rs142626675" 0.000181890000000003
"1" "LGALS8" 329 1e+05 236681513 236716279 992.184750375094 0.021449785502145 "rs149409815" 0.00132862
"1" "LGR6" 591 1e+05 202163117 202288889 966.648411830034 0.025219747802522 "rs72748706" 0.000724069000000008
"1" "LHX8" 126 1000 75594118 75627218 140.227079358907 0.242757242757243 "rs74488660" 0.00377432999999998
"1" "LHX9" 75 1000 197881634 197899273 74.895211187866 0.392607392607393 "rs16829946" 0.0208391000000001
"1" "LIN9" 225 1000 226418849 226497449 178.475758884502 0.553446553446553 "rs190403145" 0.00376288
"1" "LINC00339" 59 1000 22351683 22357717 88.0560258658934 0.164835164835165 "rs150153349" 0.000787317999999995
"1" "LINC00623_2" 18 1e+05 149575481 149619134 28.4626617733251 0.015479845201548 "rs587775248" 0.0180161
"1" "LINC00869_2" 22 1e+05 149576160 149651107 33.4146079479238 0.00951990480095199 "rs587775248" 0.0180161
"1" "LINC00982" 44 1e+05 2976180 2984289 65.8751908453877 0.0621193788062119 "rs2981855" 0.00998344000000003
"1" "LINC01128" 130 1e+05 762970 794826 186.11083438931 0.0854191458085419 "rs540702898" 0.00326580000000001
"1" "LINC01140" 173 1000 87595447 87634886 211.403228393424 0.211788211788212 "rs192923052" 0.0191448
"1" "LMNA" 236 1e+06 156052336 156109880 1435.17056509976 2.4999975000025e-05 "rs2485669" 5.78402000000009e-05
"1" "LMX1A" 801 1000 165171103 165325952 685.263735818104 0.561438561438561 "rs146704871" 0.00230828999999999
"1" "LOC100132057_2" 2 1e+05 147874635 147904682 9.21628290683677 0.010259897401026 "rs587690502" 0.00272201
"1" "LOC100133331_1_2" 6 1e+05 661138 665731 8.33000563999006 0.0840391596084039 "rs529359588" 0.0604561000000001
"1" "LOC100505666" 67 1000 155017667 155036467 83.3750261100855 0.111888111888112 "rs145815601" 0.00185157
"1" "LOC100505887" 20 1e+06 6784804 6790072 197.280528836862 9.99999000001e-07 "rs59553179" 2.70190000000004e-08
"1" "LOC100506022" 18 1000 9485152 9489055 8.72040271461163 0.863136863136863 "rs6694178" 0.127444999999999
"1" "LOC100506161" 7 1000 222763261 222765975 5.76953012132748 0.507492507492508 "rs11458574" 0.145096
"1" "LOC100506775" 9 1000 203256279 203257924 9.02459549967653 0.273726273726274 "rs370132660" 0.0293826
"1" "LOC100996570" 115 1000 61405915 61436448 86.3245798289203 0.688311688311688 "rs114352111" 0.0321321999999999
"1" "LOC101927034" 123 1e+05 64560124 64579474 226.634950861292 0.0653693463065369 "rs138088118" 0.0135425
"1" "LOC101927295" 153 1000 73771852 73804560 238.068168302218 0.110889110889111 "rs115251646" 0.00416418
"1" "LOC101927498" 74 1000 83439565 83451891 72.4649153450421 0.36963036963037 "rs555167200" 0.0224600000000001
"1" "LOC101928846" 24 1e+06 114466622 114472147 101.344780866914 1.1999988000012e-05 "rs2476598" 2.31820000000004e-05
"1" "LOC101929120" 15 1e+05 190447389 190450524 30.4292792581756 0.02589974100259 "rs10712367" 0.00347687999999999
"1" "LOC391003_1" 1 1e+05 13035498 13039011 3.3188697327414 0.0701192988070119 "rs569815563" 0.0684888999999997
"1" "LOC391003_2" 19 1e+05 13328195 13698405 20.7616637047995 0.0880991190088099 "rs375107789" 0.00823038000000003
