Chr Gene nSNPs nSims Start Stop Test Pvalue Best-SNP SNP-pvalue
"1" "ENSA" 27 1000 150594598 150602098 29.9782419708554 0.267732267732268 "rs150444624" 0.0039269
"1" "EPB41" 796 1000 29213602 29446558 782.799785717091 0.36963036963037 "rs571926128" 0.000286781000000003
"1" "EPHA10" 275 1e+05 38181645 38230824 454.525420153616 0.0725992740072599 "rs76877755" 0.000656039999999987
"1" "EPHA8" 235 1000 22890003 22930087 141.616822254017 0.854145854145854 "rs192134450" 0.0382728000000002
"1" "EPHX1" 205 1000 225997775 226033262 151.277595565672 0.789210789210789 "rs200608096" 0.00730465999999999
"1" "EPS15" 801 1e+05 51819934 51984995 1268.89669909386 0.0771992280077199 "rs543616515" 0.0036312
"1" "ERI3-IT1" 75 1e+05 44688266 44709955 123.416076482874 0.017419825801742 "rs4660781" 8.88935000000004e-05
"1" "ERMAP" 90 1000 43282775 43310660 59.496884952343 0.839160839160839 "rs149930769" 0.0387097
"1" "ESRRG" 3376 1000 216676587 217311097 3486.23327619029 0.251748251748252 "rs17695327" 0.0017356
"1" "ETV3" 36 1000 157094458 157108383 39.8316038273556 0.198801198801199 "rs6704373" 0.0350768
"1" "EXO1" 287 1000 242011492 242053241 184.621392942688 0.749250749250749 "rs113000589" 0.0106768
"1" "EYA3" 508 1000 28296854 28415148 565.634317524851 0.260739260739261 "rs140147330" 0.0135794
"1" "FAIM3" 72 1000 207076630 207095378 68.9987346183492 0.381618381618382 "rs75522788" 0.0317198000000002
"1" "FAM212B" 183 1e+06 112264685 112298419 562.72695996302 0.000353999646000354 "rs197377" 1.86972999999998e-05
"1" "FAM213B" 30 1000 2517898 2522908 28.4728013374647 0.404595404595405 "rs10910097" 0.0398667000000001
"1" "FAM63A" 44 1000 150969300 150980854 53.9036768678528 0.203796203796204 "rs708909" 0.011899
"1" "FAM69A" 455 1000 93298285 93427079 359.752867094413 0.477522477522478 "rs945631" 0.000244023000000002
"1" "FAM72C_1" 5 1000 143896524 143913160 4.24800775623275 0.236763236763237 "rs587623655" 0.213064
"1" "FAM72C_2" 14 1000 206138439 206155074 5.01875409668247 0.912087912087912 "rs569989510" 0.161686
"1" "FBLIM1" 115 1000 16085254 16113084 105.480500096944 0.370629370629371 "rs141358251" 0.0144082
"1" "FBXO44" 43 1e+05 11714431 11723384 67.0911910894478 0.0631193688063119 "rs145432128" 0.00159214
"1" "FCGR1B" 26 1e+05 120926127 120935944 36.7087988722252 0.031449685503145 "rs587703208" 0.0116356
"1" "FCGR3A" 38 1e+05 161511550 161520413 58.3812193006567 0.043859561404386 "rs147902411" 0.0260507000000001
"1" "FCGR3B" 71 1000 161592987 161601753 62.5379216723113 0.377622377622378 "rs111402007" 0.00735157000000001
"1" "FCRL6" 97 1e+05 159770300 159786047 157.741115484798 0.0776292237077629 "rs199656181" 0.00607043999999998
"1" "FCRLB" 45 1e+05 161691333 161697933 93.612442808785 0.027769722302777 "rs1891019" 0.00261818000000001
"1" "FDPS" 33 1000 155278538 155290457 43.906723054708 0.105894105894106 "rs180692361" 0.0181618
"1" "FGGY" 2078 1e+05 59762624 60228402 2572.09023045633 0.0829091709082909 "rs12046441" 0.000529919999999996
"1" "FGR" 99 1000 27938800 27961727 129.286514813299 0.107892107892108 "rs113243977" 0.0307008
"1" "FLAD1" 26 1000 154955769 154965587 23.666049504409 0.425574425574426 "rs146559430" 0.00873634999999999
"1" "FLG-AS1" 163 1000 152285934 152339168 158.028155492469 0.411588411588412 "rs142211912" 0.00481205000000001
"1" "FMO1" 194 1000 171217609 171255117 179.71282372653 0.440559440559441 "rs28384819" 0.00148112000000001
"1" "FMO5" 322 1e+05 146655883 146697230 875.254847109437 0.020529794702053 "rs181562838" 0.00418427
"1" "FNDC5" 27 1000 33327868 33338093 21.2408647721919 0.511488511488511 "rs565322773" 0.0372838000000001
"1" "FOXJ3" 534 1000 42642209 42801548 404.658649732676 0.621378621378621 "rs561539077" 0.000680204999999993
"1" "FPGT-TNNI3K" 1289 1000 74663895 75010116 1081.35340077476 0.618381618381618 "rs45454095" 0.00417061000000001
"1" "GALE" 9 1000 24122088 24127294 10.264487093654 0.250749250749251 "rs148117713" 0.0398492000000002
"1" "GALNT2" 1376 1000 230193535 230417876 972.974973820883 0.871128871128871 "rs181729449" 0.00070825600000001
"1" "GBA" 39 1000 155204238 155214653 47.5429337953336 0.134865134865135 "rs1135675" 0.00511753000000001
"1" "GCSAML" 393 1000 247670359 247740992 275.628862545312 0.789210789210789 "rs138064662" 0.0169064
"1" "GDAP2" 293 1e+05 118406106 118472302 555.897562802026 0.0544394556054439 "rs564483360" 0.000168136000000002
"1" "GFI1" 59 1e+05 92940317 92952433 97.5764809594722 0.037829621703783 "rs115971380" 0.00253630000000001
"1" "GGPS1" 77 1000 235491752 235507844 96.134235905798 0.177822177822178 "rs77618656" 0.00318787
"1" "GJA5" 97 1e+05 147228331 147245466 170.065407590562 0.0686993130068699 "rs11267274" 0.00388856999999999
"1" "GJB3" 29 1000 35246789 35251967 23.9442847968871 0.296703296703297 "rs200406462" 0.0353110000000001
"1" "GLRX2" 39 1e+05 193065594 193075244 70.2555432178421 0.0249997500025 "rs181005013" 0.00154949
"1" "GLUL" 59 1000 182350838 182361341 82.6157797031817 0.144855144855145 "rs569537104" 0.0643205999999997
"1" "GNG4" 564 1e+05 235710984 235814054 770.117535838029 0.0792992070079299 "rs12756717" 0.000694671999999995
"1" "GNRHR2" 19 1000 145509751 145516076 11.7157396807178 0.564435564435564 "rs587681154" 0.15538
"1" "GON4L" 360 1e+05 155719448 155829191 557.702535786506 0.0636893631063689 "rs182250994" 3.64620000000007e-05
"1" "GORAB" 76 1000 170501262 170522974 49.5974763627809 0.858141858141858 "rs191464259" 0.0807922999999997
"1" "GPR161" 229 1000 168048779 168106905 248.782436685526 0.231768231768232 "rs148628069" 0.0131883
"1" "GRHL3" 192 1e+05 24645811 24690970 287.530887596843 0.041009589904101 "rs114922038" 0.00519218000000002
"1" "GSTM2" 68 1000 110210643 110226619 42.5278083037717 0.761238761238761 "rs539918604" 0.0231191
"1" "GSTM4" 47 1000 110198697 110208123 37.3581357624246 0.572427572427572 "rs141152242" 0.0274113
"1" "GUK1" 44 1000 228327784 228336655 43.6937481973695 0.172827172827173 "rs2313602" 0.0292246999999999
"1" "H6PD" 204 1000 9294862 9331394 171.20071098838 0.534465534465534 "rs141029514" 0.00146318999999999
"1" "HCN3" 56 1000 155247217 155259639 77.9373522941654 0.103896103896104 "rs148261599" 0.00954113000000001
"1" "HDGF" 35 1e+05 156711898 156722240 91.1384021185806 0.001449985500145 "rs9842" 0.000377285000000009
"1" "HENMT1" 44 1000 109190909 109204148 36.4132806748694 0.616383616383616 "rs34387673" 0.0568053999999999
"1" "HES4" 7 1000 934341 935552 3.11576456317629 0.827172827172827 "rs113602214" 0.350702
"1" "HHAT" 2122 1000 210501595 210849638 1560.62850196983 0.891108891108891 "rs142830376" 0.00392454999999999
"1" "HIPK1" 143 1e+06 114471995 114520491 414.868636352927 0.000434999565000435 "rs138226841" 2.39040000000002e-06
"1" "HIST2H2BF" 72 1e+05 149754244 149783928 111.081355922774 0.0739692603073969 "rs61807537" 0.000137068999999998
"1" "HIVEP3" 2364 1000 41972035 42501596 2491.70342219676 0.25974025974026 "rs148724590" 0.00164044
"1" "HMGB4" 20 1000 34326075 34330392 24.2295098648267 0.211788211788212 "rs2295606" 0.0455691
"1" "HPCAL4" 91 1000 40144319 40157382 99.2441415452269 0.30969030969031 "rs11206624" 0.0406770999999999
"1" "HS2ST1" 858 1000 87380334 87575681 851.150057881062 0.302697302697303 "rs527828195" 0.00933382999999998
"1" "HSD11B1" 181 1000 209859524 209908295 156.282241348971 0.470529470529471 "rs79092794" 0.0492516
"1" "HSD3B2" 41 1000 119957553 119965662 42.4654716908831 0.351648351648352 "rs17023577" 0.0277383
"1" "IBA57-AS1" 6 1e+05 228351786 228353213 11.3597730265798 0.0655593444065559 "rs141881584" 0.00723801999999999
"1" "IGSF3" 286 1e+05 117117019 117210377 480.00645331036 0.010579894201058 "rs3965228" 0.000324332000000008
"1" "IGSF8" 27 1000 160061128 160068618 15.6055353854975 0.779220779220779 "rs190351074" 0.0930015000000002
"1" "IL19" 207 1000 206972214 207016326 126.578171639997 0.812187812187812 "rs181792158" 0.00424325999999999
"1" "IL6R" 293 1000 154377668 154441926 219.591380323408 0.605394605394605 "rs576288581" 0.00464697000000001
"1" "IPP" 250 1000 46159997 46216485 235.130074680527 0.347652347652348 "rs138556772" 0.00463596
"1" "KAZN" 3274 1000 14925212 15444544 3231.49492293176 0.316683316683317 "rs368096929" 6.65655999999993e-05
"1" "KCNA2" 166 1000 111136201 111174096 235.198825064115 0.101898101898102 "rs189343960" 0.000164934000000002
"1" "KCNA3_1" 66 1000 111196185 111216076 55.7911627296539 0.476523476523477 "rs61805964" 0.00257680000000001
"1" "KCNA3_2" 4 1000 111215073 111217655 2.96658005744678 0.521478521478521 "rs3215042" 0.337417
"1" "KCNAB2" 545 1000 6052357 6161253 523.477980537478 0.36963036963037 "rs547480047" 0.000159213999999998
"1" "KCNK2" 1108 1000 215178884 215410436 730.83819852098 0.807192807192807 "rs184519572" 0.00287634000000002
"1" "KCNN3" 809 1e+05 154669941 154842754 970.927382236992 0.0809491905080949 "rs139589338" 0.000327287999999992
"1" "KHDRBS1" 119 1000 32479294 32526460 113.109878745075 0.2997002997003 "rs35132510" 0.0112956
"1" "KIAA0040" 175 1000 175126122 175162229 234.101209951501 0.123876123876124 "rs71645232" 0.00193928000000001
"1" "KIAA1324" 508 1000 109656584 109749403 572.749482780492 0.226773226773227 "rs111495041" 0.00123694000000002
"1" "KIAA1522" 99 1000 33207511 33240571 69.6823884458494 0.804195804195804 "rs148119856" 0.00847773999999998
"1" "KIF1B" 892 1000 10270763 10441661 1276.72462039239 0.116883116883117 "rs112331776" 0.000901715999999991
"1" "KIFAP3" 787 1000 169890469 170043879 677.029333021787 0.415584415584416 "rs145538073" 0.00411651999999998
"1" "KLHDC8A" 146 1000 205305192 205326218 80.4046884982003 0.859140859140859 "rs539100785" 0.0206576
"1" "KLHDC9" 7 1000 161068150 161070138 5.28693658321737 0.581418581418581 "rs142627560" 0.153900000000001
"1" "LAMB3" 216 1000 209788217 209825820 269.643478510955 0.180819180819181 "rs184405487" 0.0124037
"1" "LAMC2" 329 1e+05 183155173 183214262 538.104299219188 0.0860391396086039 "rs577344" 0.000415997000000008
"1" "LAX1" 60 1e+05 203734283 203745480 145.141912130656 0.020059799402006 "rs7540550" 0.00109936000000001
"1" "LBR" 108 1e+05 225589203 225616557 217.763708497755 0.022009779902201 "rs14205" 0.000278810999999996
"1" "LCK" 109 1000 32716839 32751768 76.0476180228702 0.844155844155844 "rs12752977" 0.00192283
"1" "LEPR" 947 1000 65886334 66103176 915.120634152528 0.375624375624376 "rs562532882" 0.00261709999999999
"1" "LEPROT" 80 1000 65886130 65901690 66.5331428890207 0.509490509490509 "rs7602" 0.0213806
"1" "LGALS8" 329 1000 236681513 236716279 206.243965289012 0.613386613386613 "rs568428515" 0.0114196
"1" "LGR6" 589 1000 202163117 202288889 609.541961004385 0.260739260739261 "rs188662571" 0.000522108
"1" "LHX8" 126 1e+05 75594118 75627218 297.781041668898 0.004789952100479 "rs7535534" 0.00110430999999998
"1" "LHX9" 75 1000 197881634 197899273 39.385882047108 0.935064935064935 "rs572357429" 0.00185617999999999
"1" "LIN9" 223 1000 226418849 226497449 201.27599301466 0.423576423576424 "rs184068444" 0.000808350999999983
"1" "LINC00339" 59 1000 22351683 22357717 40.5137255369025 0.574425574425574 "rs10917121" 0.0424589999999998
"1" "LINC00623_2" 18 1000 149575481 149619134 12.6960995778371 0.472527472527473 "rs587639457" 0.0988529999999998
"1" "LINC00869_2" 22 1000 149576160 149651107 15.7461635443917 0.405594405594406 "rs587639457" 0.0988529999999998
"1" "LINC00982" 44 1000 2976180 2984289 32.2661802029594 0.77022977022977 "rs193258328" 0.0277128
"1" "LINC01128" 130 1000 762970 794826 95.4741328663411 0.662337662337662 "rs140068063" 0.00641622999999998
"1" "LINC01140" 172 1000 87595447 87634886 168.979511310744 0.361638361638362 "rs571296005" 0.00489181000000001
"1" "LMNA" 236 1e+05 156052336 156109880 452.553369987314 0.044439555604444 "rs55740793" 0.00176007
"1" "LMX1A" 798 1e+05 165171103 165325952 1334.22096554113 0.01389986100139 "rs72637217" 0.000962076999999978
"1" "LOC100132057_2" 2 1000 147874635 147904682 3.21693314827017 0.195804195804196 "rs587738345" 0.0849141000000007
"1" "LOC100133331_1_2" 6 1000 661138 665731 3.33225356189321 0.518481518481518 "rs572257073" 0.200129
"1" "LOC100505666" 67 1000 155017667 155036467 69.4162942200824 0.272727272727273 "rs11589479" 0.00785072999999996
"1" "LOC100505887" 20 1e+05 6784804 6790072 38.1773798620972 0.0561894381056189 "rs11590169" 0.000734665999999998
"1" "LOC100506022" 18 1e+05 9485152 9489055 33.7428519226799 0.039349606503935 "rs192629077" 0.00132616999999999
"1" "LOC100506161" 7 1000 222763261 222765975 10.3514056343868 0.188811188811189 "rs147386344" 0.0917782999999996
"1" "LOC100506775" 9 1e+05 203256279 203257924 16.7997352441601 0.0517394826051739 "rs41308377" 0.0146504
"1" "LOC100996570" 115 1000 61405915 61436448 96.5928344712849 0.515484515484515 "rs113802153" 0.0179444
"1" "LOC101927034" 123 1000 64560124 64579474 62.4504856767243 0.733266733266733 "rs140887059" 0.00169266
"1" "LOC101927295" 153 1000 73771852 73804560 83.3884050888968 0.874125874125874 "rs140025912" 0.00792465
"1" "LOC101927498" 74 1000 83439565 83451891 57.1947043860547 0.597402597402597 "rs185583187" 0.00615942
"1" "LOC101928846" 24 1e+06 114466622 114472147 65.4431937887816 0.00133399866600133 "rs2476598" 0.000355509000000005
"1" "LOC101929120" 15 1000 190447389 190450524 19.3629764032366 0.21978021978022 "rs566619285" 0.00607406999999999
"1" "LOC391003_1" 1 1000 13035498 13039011 0.362216170421099 0.552447552447552 "rs569815563" 0.547278
"1" "LOC391003_2" 18 1000 13328195 13698405 15.0179713900568 0.264735264735265 "rs549848064" 0.111333
"1" "LOC400736_2" 4 1e+05 13668268 13673511 3.02622045604475 0.0801091989080109 "rs555251277" 0.217863
"1" "LOC645382_1" 1 1000 13409134 13414502 2.17642122743038 0.146853146853147 "rs201960966" 0.140139999999999
"1" "LRRC8B" 301 1000 89990396 90063420 365.316849638249 0.185814185814186 "rs144222349" 0.00130029000000003
